Numéro enregistrement,Numéro battement,Amplitude 1,Amplitude 2,Amplitude 3,Amplitude 4,Amplitude 5,Centre 1,Centre 2,Centre 3,Centre 4,Centre 5,Ecart-type 1,Ecart-type 2,Ecart-type 3,Ecart-type 4,Ecart-type 5,Période interpics
309,10034,-0.21527685114711945,0.8123947634115295,-1.4594050217912893,-0.06663564206952205,-0.12317496404839813,0.7894443684474293,1.2623969346137176,1.6906079458579741,2.885186967144671,0.419431452606341,0.005867164211016396,0.12704049570021783,0.1547036511603317,2.6316533326519405e-05,0.004975407557482041,1.338
309,10035,0.6303142219543676,0.610218585333372,0.016542189951131853,0.036080558396549896,0.12623913844781362,-1.3843242124389257,-1.1751111728171126,-0.12928364827769223,0.1422120130776742,0.14211293229090505,0.11005292689655582,0.10101553453423132,0.0010000214972067925,0.0010000517189971405,0.023337400925614295,0.504
309,10036,-0.23786315088420554,0.8041064730079216,-1.3904171919490662,-0.137511185565472,-0.18347839508894553,0.9164742236184471,1.3213471228785507,1.699192208641951,2.5506270126650206,0.6032483926560098,0.003911410595362466,0.10614395345919556,0.15656793524486265,0.0035486371183422395,0.02126060395414961,1.444
309,10037,-0.11130509295433602,0.5296959206158987,0.60032630860753,-0.13412107590312172,-0.13348611827150947,-3.141662097168031,-1.5204251842399084,-1.2919498068745872,-0.28803514765423394,-0.28819412352789175,0.003389607313036545,0.08395757510403543,0.09224878593769903,0.0009996973476107387,0.012389339434104264,0.564
309,10038,-0.1508442344350429,0.9016863131731147,-1.3207615717825507,-0.02458883779747395,0.1448556637863657,0.8887515188727114,1.3780599479077589,1.8083083646739662,2.86360644068474,0.013647877384648531,0.006281598166315848,0.11641657967204663,0.1636022248169472,-0.002682567178073256,0.012387958617573703,1.312
309,10039,0.360134873783229,0.6872612211742577,0.6913802594421874,0.019503399945122245,0.07455812478965208,-2.42115569487489,-1.4168276402916222,-1.18314230836642,-0.1416291769768524,2.7037145770398814,0.06412811143298844,0.1180589207466766,0.11420813110930753,0.0010000323485266352,0.021643752969373018,0.492
309,10040,-0.18864219033588261,0.8961231198756894,-1.3505044999010962,-0.10348038702470912,0.10207335689741225,0.8267741639658919,1.4118965552802476,1.7908976605471043,2.8000783428059597,0.12024729228726677,0.004277060302257108,0.09770113808096101,0.15055936111471466,0.0033546315131156488,0.010780041235562378,1.46
309,10041,-0.18852250160536552,0.6228390395771282,0.6340299677242307,-0.029396996667887736,-0.03997908533139629,-3.1416713332404504,-1.8046545613624256,-1.3999012872910273,-0.42897249309717517,2.510758181345351,0.0029803964428751057,0.12655309834631076,0.1333012864637707,0.0009986911928817612,0.013187785954455978,0.532
309,10042,0.00043517445452723175,0.0,0.0,0.0,0.000435174454249676,3.917049254398286e-07,0.0,0.0,0.0,3.917049268276074e-07,0.010004709031595184,0.001,0.001,0.001,0.010004709031567428,1.46
309,10043,3.871394593790711e-06,2.7755575615628914e-13,2.7755575615628914e-13,2.7755575615628914e-13,3.871394593790711e-06,3.4614008881383995e-09,0.0,0.0,0.0,3.461401998361424e-09,0.010000000710154123,0.001,0.001,0.001,0.01000000071023739,0.444
