Numéro enregistrement,Numéro battement,Amplitude 1,Amplitude 2,Amplitude 3,Amplitude 4,Amplitude 5,Centre 1,Centre 2,Centre 3,Centre 4,Centre 5,Ecart-type 1,Ecart-type 2,Ecart-type 3,Ecart-type 4,Ecart-type 5,Période interpics
150,4450,0.12283209014661269,-0.11747407851726041,0.8277390646724494,-0.26333789517250816,-0.08640343713697135,-0.8212918438239486,0.46721121514682373,1.1273100734833725,1.7080153141994874,2.1746645328419794,0.028442741807688635,0.0010000049602058572,0.11779711636031558,0.06660911908948952,0.005013853560085768,0.624
150,4451,-0.0007336328083397954,-0.019529583327269645,0.9337449508363376,-0.026846904169787005,0.07695787551140143,-3.141588712241431,-2.984616613503638,-1.413581039546028,-0.2141994991064715,0.7568776883967521,0.010248861210874717,0.0024750211280722884,0.3011872931277722,0.0010000031944863421,0.009745588876099538,0.476
150,4452,0.1979099882592011,-0.14409041127624395,0.8462202654066119,-0.20111694530900653,-0.327159530245848,-0.518095376287693,0.6453384409731043,1.3121767701109575,1.7813177640485374,1.7799170554372221,0.042209918616001076,0.001003177359906431,0.129559501297691,0.000722357892632811,0.07181625245966011,1.28
150,4453,-0.05126855948674298,0.12925322736026215,0.7603393528239277,-0.058815449963113185,-0.1339635292614803,-3.1416318166420263,-2.7991830701099025,-0.9159411797801705,0.3680885125459332,1.4125045758244714,0.005098617320374306,0.03401337174010933,0.0010024711611923412,0.0010000000396488398,0.04290303200356036,0.514
150,4454,0.1685213919789762,-0.09066409272555753,0.7415394092899035,-0.21890956079007923,-0.35853187781782214,-1.1745694134080384,0.3219914908111401,1.0704041251248881,1.644755841946275,1.644116066500238,0.040338779258967714,0.00100000001229572,0.0010137561970842137,0.0005387907827659748,0.07640390039250328,0.956
150,4455,0.02450192672047813,-0.07465597879572927,0.8295212878707052,-0.05674818882645827,-0.10743197285410254,-3.1416217847281342,-2.9060384907749808,-0.715232909599314,1.0049475060040733,1.0050080318966814,0.0066983763851693814,0.0037299857475876406,0.0010000178786430105,0.000999894685749624,0.034143326633079,0.488
150,4456,0.0884106107846416,-0.2317113952559874,0.6663900873001879,-0.202181220807309,-0.3091839041768313,-1.4574943865886048,-0.09958939247691001,1.0230546663106683,1.60283921538311,1.6020938929031845,0.023733106809569998,0.0010000000000138778,0.001001839640918766,-0.0009047559675147707,0.08189142048485284,0.9
150,4457,-0.03285908387551773,-0.003900599243604233,0.9546223481952419,-0.030719316738386626,-0.0337631558695481,-3.1415144556414187,-3.1415926535897816,-1.1166778109129694,0.18479956785821763,0.184626860750632,0.015732778597576616,0.001,0.15968748541900118,0.001000000018963997,0.008806658858499473,0.49
150,4458,0.08430968924748435,-0.1689541221450314,0.8558543636626903,-0.18277972674591497,-0.34344483381459223,-0.9473084908438865,0.378885546159643,1.0575080017446987,1.5313308687283098,1.5314963868525384,0.015662034776258257,0.001000004326237285,0.10258627561918794,0.015655908578971305,0.07977588280702652,1.068
150,4459,0.04895546369046255,0.02076215346454819,0.8749129603137488,0.03498031732308659,-0.07765219740760576,-3.1416411862917495,-2.927638694200473,-1.2151579823393115,-0.298107332092006,1.9950197279563242,0.004618722691769323,-0.003785924634299895,0.23195255857076535,0.0010000009934136847,0.01809619184233277,0.52
150,4460,0.11768923453818178,-0.14448086763869336,0.8678564736643326,-0.19708628952612423,-0.24617243151232854,-0.7539572519334741,0.5183627878214424,1.272411671027469,1.8067906199391124,1.8065760818001424,0.031633760120952356,0.0010000316104746545,0.14873012560745696,-0.0006988717219806867,0.07909064151032837,1.128
150,4461,-0.03723909396086486,-0.0498792225216462,0.810552852865307,0.016187882130773348,0.03431760410251138,-3.141631390835726,-3.1415926535897487,-1.1181939687876943,0.6922153304517484,0.6920592917488437,0.00502322430817992,0.001,0.0010176646593741392,0.0010000005233868894,0.011861287596799342,0.468
150,4462,0.037517564155148835,-0.12194588958895236,0.6929041518597049,-0.2899264932568922,-0.2978704098203387,-2.8283137338028506,0.23496676356488705,0.931164579859501,1.5043329093224191,1.5040518343713665,0.016835410392362606,0.0009999999966485143,0.0010016824782261837,0.014526567023525174,0.01415912475164314,0.948
150,4463,0.258850185558913,-0.07743563646798254,0.978823949574894,-0.08573509800853911,0.006953970819812999,-3.141633307999465,-2.840738008652714,-1.1791075265725184,0.08704664783245747,1.0999847439614734,0.003682286755752877,0.003963566454072801,0.18957254882223548,0.0010000000214411822,0.011644146467860673,0.5
150,4464,0.1545998529528208,-0.13453629202629785,0.7297482565471147,-0.22162608233764758,-0.22053817491544392,-0.9557420170535693,0.5262566374151174,1.1638841023043627,1.674452937362974,1.6744959068334317,0.005428088952739719,0.0009999807479139635,0.07574524938280716,0.0005813923140547418,0.01885756222325506,1.088
150,4465,-0.5072315743737009,0.15890561179597681,0.9152859098402524,-0.04368109225190395,-0.07360219923225964,-3.1416811823111894,-2.8139301487168695,-1.208146380240797,0.19488788173637672,2.4554210066889475,0.0033101566662596497,0.004083164510281361,0.14489044943746704,0.0009999998767374887,0.004647309565221078,0.492
150,4466,0.5922064930721835,-0.131979809044682,0.7392417565206262,-0.23722827068482757,-0.23634491559464102,-3.1416670677451566,0.5197202661171405,1.2172390367504722,1.7453292519943293,1.74536496615051,0.003310154859010855,0.001000045065562393,0.07552456432566204,3.9819746887713954e-05,0.018592626069309212,1.12
150,4467,-0.6230676325663229,0.1351491331185932,0.7723987304041323,-0.044490388739135335,0.06236775138664159,-3.14161620217218,-2.6507333756008578,-1.0635594150084096,0.22907446432426004,2.552436782588171,0.003519555271881399,-0.01883233213789793,0.0011714027217658565,0.0009999999756583602,0.0048486122281488,0.488
150,4468,0.04957238486337329,-0.0868269152613791,0.6917619596493827,-0.22780729169812036,-0.2320440923012505,-2.8126394116521136,0.42765135598570814,1.1018672015189508,1.6436198299974185,1.6435482893911706,0.016755676736774888,0.0010000008907319327,0.002460556892624032,0.005259141156148794,0.005236494456735136,1.048
150,4469,-0.5021502511303322,0.2207341759764166,1.0054077494651692,0.07635648871346085,0.08057938355307352,-3.1417395195164124,-2.789629246345862,-1.2612535931784667,0.03821888872979165,1.8880468909409729,0.0031101115745457535,0.003964840696340075,0.1824561013557257,0.001000000033556491,0.01637769906844385,0.488
150,4470,-0.08608841595236019,-0.06791971835157189,0.7103929248339104,-0.14499193101969346,-0.08869224519648582,-2.8531360598127815,0.6374245965982864,1.2288665094809,1.7301524758900308,2.094421606605388,0.004059028764661909,0.0009997935569984176,0.07241855868085526,0.00036285088181220356,0.016612205970785138,1.156
150,4471,0.4757929093737808,0.47894896636564066,0.9179168832921148,0.056629575425129294,0.05940076001443011,-3.1427921782030688,-3.141592652442549,-1.486619565643105,-0.29982004539077,-0.2996044745529965,0.01185148702863679,0.0009999999999722444,-0.16709093969898117,0.0010003204378568045,0.007186981135002787,0.504
150,4472,0.03486444484044368,-0.08101191998931931,0.7853857057575669,-0.21057961563259084,-0.13083526341136786,-2.8019396341395897,1.0515520942503152,1.5214029671474039,1.9780752355318363,2.3704918774659793,0.004548796930948763,0.0008832582264740588,0.08886889511225307,0.003963525890006828,0.0038538395939102703,1.424
150,4473,-0.42463225107123076,0.2612409334425359,1.089710766018093,0.05935300784302345,0.002455820154126953,-3.1417083091465585,-2.8538477602160235,-1.3893829260339032,0.11635528345995455,2.6351062750743472,0.00294914462646954,0.003912098380644657,0.255658534983673,0.0010000090283336363,0.010502895956239168,0.5
150,4474,0.2037315243617807,-0.01628830903262619,0.8876016727758843,-0.11508796015039896,-0.11385979501219828,-0.3836013208800574,0.9120752473781126,1.357830162574768,1.7903700170540415,1.7903963192481005,0.004670531404061815,0.0010139304048019096,0.12345122533874332,-0.0005111619821456257,0.015302055200287447,1.336
150,4475,-0.3497464553583748,-0.35010702590568343,0.9204020719929757,-0.16565211500728963,-0.15888667055124625,-3.141758167721324,-3.1415926534946723,-1.364633554307222,-0.07696552158424691,0.7615216362308028,0.002983976036323149,0.001,0.1958422696082667,0.000999993628541084,0.004792512340621725,0.524
