Numéro enregistrement,Numéro battement,Amplitude 1,Amplitude 2,Amplitude 3,Amplitude 4,Amplitude 5,Centre 1,Centre 2,Centre 3,Centre 4,Centre 5,Ecart-type 1,Ecart-type 2,Ecart-type 3,Ecart-type 4,Ecart-type 5,Période interpics
162,4861,0.08075713542959065,-0.06500039074454346,0.8082977810457386,-0.30384912600936037,0.518820607476447,-2.340060304532573,-1.2909262918081863,-0.9359437972483985,-0.6188927129407731,1.5974891338812254,0.03315425343684882,0.019902325008271486,0.08279726897653009,0.0504913120202556,0.19214864010575644,0.998
162,4862,0.04349769444441993,-0.06985154329218998,0.6519380630621324,-0.43632912263085494,-0.06469462983490183,-0.0957179694786724,1.1611995329529288,1.626406096568995,2.0075897417381436,0.6147465074255328,0.010371836418858497,0.007352824664428161,0.09894997129724574,0.08787397836426583,0.01918707106228356,1.392
162,4863,0.05545538431445836,0.031788986448434926,0.36603053130795277,-0.04930996195808246,-0.04810257898739645,-3.141623353906907,-3.1415926535897234,-1.0601659417911034,0.7294719783877393,0.7295970375370117,0.005552734069634302,0.001,0.001000180209520917,0.0009999999351421587,0.01812615290438771,0.448
162,4864,-0.05812894392171376,0.6320590133414712,-0.22649189526502986,0.4983229354873258,0.37181173178315147,-1.054697229411321,-0.6832615718540795,-0.35937021643675465,1.8200751252656329,1.8210860129236977,0.0040440595645324495,0.0920368800887407,0.001061317681415013,0.15798297466252764,0.0005856048797968172,0.844
162,4865,0.1243766695368732,-0.03726424532422888,0.7225081248911435,-0.21816120421331262,0.5045735042736254,-1.2889728978707216,-0.49374185493917805,-0.23066988086133092,0.004050639237466239,1.6559912319340353,0.036077453056175275,0.0007978758679711991,0.06494331699863604,0.03811456152077909,0.18347951861709075,1.324
162,4866,0.0556895410065498,-0.08260059171042346,0.7522828276440126,-0.2864261824159364,0.47977074962948435,-1.0312286199588891,-0.27978615900656595,-0.03885279752988946,0.17533905854242973,1.7026321515908145,0.026750642640483623,0.0007476739418047369,0.05581201309103315,0.044914914105044265,0.18052860539074395,1.552
162,4867,-0.03990899402385482,0.7330807325700273,-0.3085951084049808,0.5078692070912143,0.42328207019885844,-0.07559141600328062,0.2033377350273702,0.43636639640888975,2.0411054082531748,2.0414124224368315,0.01161290594216653,0.06377842196203944,0.05178399576850461,-0.19072308475542288,0.0039815216458173605,1.592
162,4868,-0.06017356366899331,-0.14081799308525839,0.6925541682317538,-0.37233232025745217,0.4995521590983974,-1.1222099304704467,-0.3595840179511509,-0.08978823162121238,0.14258494141420863,1.754990015201173,0.01794560141860465,0.03758758361730839,0.06289929261269696,0.05802673781386385,0.17347098869534133,1.4
162,4869,0.03559403140758045,-0.141587287699098,0.7578051979517268,-0.37178489004660553,-0.013590320040397653,0.24172354504790586,1.404452956299932,1.7844135007770479,2.1482314010489527,-0.17637521847218499,0.01075855183732234,0.027301469817184558,0.09426169763481873,0.07940602712730702,0.010241998391704128,1.5
162,4870,0.01919956007836203,0.055303282603439155,0.4248193570976649,-0.03783288540649353,-0.047640454485444725,-3.1416287378729533,-3.141592653589782,-1.107208866034756,0.38707302035633495,0.38675288231288296,0.005435942127440528,0.001,0.0010047381691833937,0.001000000003080869,0.007256588903919693,0.424
