Pic P Amplitude,Pic Q Amplitude,Pic R Amplitude,Pic S Amplitude,Pic T Amplitude,Pic P Centre,Pic Q Centre,Pic R Centre,Pic S Centre,Pic T Centre,Pic P Ecart-type,Pic Q Ecart-type,Pic R Ecart-type,Pic S Ecart-type,Pic T Ecart-type
28.0,12.0,33.0,-12.0,89.0,-2.017660799072755,-1.3405934168335756,-0.5822779487256944,0.8801875969109334,1.3405934168335758,0.07351420647443238,0.0116274181763941,0.2684703116933702,2.4029655599265123,0.192031220470247
-14.0,-7.0,13.0,3.0,-20.0,0.3769911184307757,0.4649557127312889,0.7665486074759094,1.2189379495928394,1.3823007675795091,-0.03297812248811965,0.01046337793493136,0.03537030449095222,0.09110357389063925,0.9725023660551587
0.0,16.0,85.0,-37.0,66.0,-0.9810587584894441,-0.6944573234251123,-0.43725090734173744,-0.2020907554940803,1.546912873872869,0.09999999999999862,0.14725075763295234,-0.9262091828253047,1.0102643115622656,0.6013079905381588
9.0,-21.0,23.0,4.0,-16.0,-0.4981813593071194,-0.3863447276259291,0.35584382807651416,0.9658618190648234,1.1183663168119002,0.08150540509950308,0.4371186196672585,0.06068043782632603,0.12649388055969107,0.2772864857197278
43.0,0.0,17.0,-22.0,13.0,-1.501980487716263,0.017951958020513192,0.6163505587042835,0.7240623068273617,1.095069439251299,0.5886903922021766,0.09999999999999862,0.042945917823013956,1.2701873384733937,-0.03229415828453384
-10.0,0.0,114.0,-22.0,-11.0,-1.1368932729264989,-0.7534440625311709,-0.5112656138604375,-0.2959958817086745,0.36999485213584293,1.0621576010251546,0.09999999999999862,0.14905978104932993,0.5238516696327821,0.18249478538264427
-12.0,-21.0,12.0,-8.0,-30.0,-0.7576782282187149,-0.2771993517873348,0.4712388980384685,1.191957212685539,1.2566370614359172,-0.038114173944856715,0.03310347399877065,0.9420501414939281,0.0063901944654304235,1.8512795617436937
87.0,-16.0,17.0,-20.0,-11.0,-1.4965854767100983,0.19789560022612918,0.7792139258903816,1.6079017518372956,1.9047451521764884,0.5534047767066518,0.401525888069009,0.056465395470519895,0.05804528211436564,0.1016257301304869
-10.0,-18.0,112.0,-33.0,76.0,-1.0143258791859422,-0.7889201282557328,-0.5423825881758164,-0.316976837245607,1.3876541541641014,-0.0782766893534341,0.42283715326884275,-1.2551647114941866,0.7119392542303644,0.4268488806642402
14.0,-23.0,27.0,-3.0,8.0,-0.43101118723030707,-0.13409236936054025,0.43101118723030707,1.0248488229698411,1.1206290867987985,-0.05005717290763701,0.08241334913075779,0.044319971824441494,0.5761135168348864,0.025785823795408176
55.0,-22.0,24.0,-24.0,-20.0,-1.5466302294595906,-0.2658270706883674,0.10874743800887776,0.1933287786824489,0.3383253626942855,0.9364711707991361,0.519859719920126,-0.007606231812567902,0.005134442921728065,0.00845180415626442
19.0,-13.0,19.0,-11.0,-39.0,-1.7146860666539712,-1.6547320083793566,-0.8033843808798329,-0.2637978564083032,1.0551914256332129,0.10000000000000572,0.10000000000002704,-0.021778890226224264,0.10000000039833598,0.13660613383545825
37.0,-7.0,0.0,-21.0,9.0,-2.350899671113261,-1.0236650219562247,0.6989161184390777,1.066023574588896,1.5460871710925046,0.06894950475877412,1.1103500415404979,0.09999999999999862,2.5030153535812527,-0.03741664628069117
63.0,56.0,63.0,63.0,69.0,-1.5082029247784017,-0.8166948644056959,-0.17287701509317666,1.1624488945920488,1.532048030308495,0.13988287197748522,-0.011650756197164514,0.30461275522170295,-0.01957665817928364,0.025519312180498105
27.0,-43.0,8.0,-44.0,-34.0,-1.3445229519538782,0.01967594563834929,0.2689045903907754,0.5706024235121339,1.331405654861645,0.8567781152227795,0.2505970061449293,0.032606428707771314,0.11213208452465089,0.0888164979438287
51.0,-2.0,58.0,27.0,-4.0,-1.4687110309235303,-1.1394036248868642,-0.414927331606199,0.27003207295006604,0.5729948865037988,0.050537102148523146,0.08128866892067496,0.22392557368325447,0.08826717192313266,0.026033274983275546
28.0,-16.0,60.0,-40.0,8.0,-1.624696200753545,-0.8161980913738187,-0.5389987395864839,-0.3002992977696124,0.06929983794683325,0.19742958006119363,0.6308030431590111,0.31310355263643297,0.41491644041543074,-0.13020746321623883
-5.0,14.0,27.0,16.0,26.0,-1.583608694876421,-1.4093604889676885,-1.2043625996632976,-0.8763659767762717,-0.7328674542631983,0.005897229625658343,0.058655739303736014,-0.02325466139582632,-0.010418874196270177,0.01062570802892395
29.0,18.0,37.0,-18.0,-10.0,0.4197269537184747,0.5469169396937694,0.8776109032295372,1.0683958821924806,1.4499658401183657,-0.03204196814984215,0.03447504625570587,0.046709177249324794,0.06089886271703026,0.03983598474830625
-7.0,-44.0,42.0,24.0,-24.0,-1.8849555921538759,-1.598114523782634,-0.163909181926424,0.43709115180379765,0.9151595990892005,0.1698191394083663,0.08777897025361345,0.03946220169639354,0.0309663445884907,0.10000000215680135
-19.0,-30.0,120.0,-13.0,3.0,-0.757010277973444,-0.5071968862422076,-0.19682267227309547,0.06056082223787529,0.3785051389867218,1.5746984709220855,0.39265072862998807,0.23531940483828534,0.2198839074483268,0.32572275521710714
9.0,-25.0,119.0,4.0,11.0,-0.6479315952219751,-0.2836889687188111,-0.0035023329471455256,0.2416609733530608,0.5218476091247259,-0.05066692240762312,-0.6538633940686488,-0.20745704923466013,-0.01156288176903223,0.11921298823319233
-3.0,-10.0,135.0,-39.0,2.0,-0.377273191845239,-0.2503401553365605,0.024681423765576582,0.2785474967829331,0.4689470515459515,0.6678494054824164,0.6478492307912611,0.3982123475994136,0.5316124885116537,3.75097522486989e-13
16.0,-9.0,127.0,-28.0,-6.0,-0.4719763611026919,-0.18436576605573896,0.1106194596334431,0.3539822708270193,0.5604719288094464,-0.12184448508220067,0.6267604179073508,-0.3915976597034764,0.6160656885642183,0.2815411583390195
8.0,-7.0,126.0,34.0,7.0,-0.5248852590764277,-0.2778804312757557,0.015437801737541612,0.2855993321445265,0.5403230608139693,-0.05376981285253809,1.0070808008489522,-0.70700313374998,0.33426590750857593,0.04397291744937192
46.0,-6.0,152.0,10.0,20.0,-0.5969026041820604,-0.3063052837250049,0.0,0.2513274122871838,0.5262167694762905,0.2967627386577465,0.9940634643525059,0.4289215666081163,0.041883787734425554,0.18624260613135768
-2.0,16.0,168.0,1.0,5.0,-0.576868129939565,-0.3352071565865038,-0.03897757634726773,0.2338654580836077,0.42095782455049324,1.3775284925676687,-0.05945197574770664,0.23864434410872315,-1.4762496780562628e-15,-0.008372267358710418
-13.0,-37.0,-9.0,-59.0,-43.0,-0.9478429448212089,-0.7451595478154158,0.029806381912616864,0.6736242312251357,0.8882301809959756,0.12817969306840238,3.8686382269467567,-0.003276459397328624,0.2819060734768811,0.17605840622831384
1.0,-1.0,4.0,2.0,24.0,-0.09331463327494438,0.32660121646230555,1.2130902325742765,1.648558521190684,2.130684126444563,0.08583027155539899,0.3364268251130006,0.3128797387293988,0.09772600024838315,0.052770837895017964
-11.0,-14.0,130.0,0.0,0.0,-1.0533036593668403,-0.8701204142595635,-0.5403905730664658,-0.2381382186394596,0.22897905638409588,0.4377010290966247,0.6617176458852775,-0.5515396691935109,0.09999999999999862,0.09999999999999862
-10.0,-37.0,127.0,-11.0,62.0,-0.5406110101845254,-0.3667081677475448,-0.08695142121848987,0.1550003595633953,1.6823209757490467,0.5073820371668475,0.47210908600688706,0.3420641252278023,0.36547492173035534,-0.30847591507843364
0.0,-29.0,123.0,-3.0,-17.0,-0.5029463876976701,-0.27698496713784726,0.007289078082574729,0.25511773289012263,0.3863211383764713,0.09999999999999862,1.0355946152448738,0.3975010394572379,0.5204684664456554,0.26330076328811314
-2.0,-10.0,165.0,3.0,13.0,-0.4994697997642761,-0.3112637882588962,-0.02895477100082733,0.2243994752564138,0.7021531967700692,0.729041921700612,1.1848124378893474,0.3826759288004937,0.0210017914875621,0.16465443497362717
-13.0,-9.0,149.0,7.0,38.0,-0.37550397397937196,-0.2193538065820091,0.09294652821271576,0.3457610849513024,0.6654971420030451,1.66376985028853,1.3820497455727279,-0.26461742671833255,0.051238905008146644,0.37632735520882116
-4.0,-8.0,156.0,-1.0,13.0,-0.4685504935671818,-0.2765216027609596,0.0,0.2534781358642131,0.6068112949476614,1.244066855290113,1.1810789489783624,-0.8805401065750413,0.655890266565989,0.13375412756459204
-3.0,-23.0,162.0,-2.0,7.0,-0.6159985595274104,-0.26949936979324196,0.023099945982277603,0.29259931577551956,0.5697986675628548,0.9311026156716111,0.8661998791735982,0.6612293327508695,0.7470177106022137,-0.06397330905356709
14.0,-24.0,145.0,14.0,-6.0,-0.32391576428317137,-0.23025337461092876,0.05853899354515102,0.3317209634225251,0.4487989505128276,0.18311331621181864,0.7811448775961574,-1.6785834834914275,-0.06653398245777467,0.6773506928929812
32.0,12.0,132.0,16.0,41.0,-0.3402732597087179,-0.2690532751185213,0.023739994863399172,0.29279326998192046,0.7359398407653672,-0.04990793221143358,0.08460534443601872,-0.5897663076507498,-0.015488513788810665,-0.016059171530785066
24.0,-10.0,115.0,8.0,6.0,-0.49012059301528765,-0.36959913571644654,0.032139055279690965,0.33746008043675557,0.81954590963212,0.04960258144111318,1.3403419616626118,0.6887517312909233,0.06713310815701794,-0.032722731473546054
26.0,1.0,167.0,0.0,13.0,-0.5405327592851776,-0.3373249550426296,-0.02032078042425489,0.2641701455153127,0.5405327592851781,-0.13807138313448858,5.629177679544739e-15,-0.4574936710667443,0.09999999999999862,0.02655757444013883
-13.0,-1.0,110.0,17.0,14.0,-0.34532251688252424,-0.18529500905891538,0.13476000658830234,0.4379700214119824,1.1117700543534923,2.1938228323536544,0.6981130906096124,0.7154320090319914,0.18981262910466412,-0.10137523849831487
-4.0,-12.0,113.0,-18.0,1.0,-0.547697464014957,-0.3198553189847346,0.004381579712120054,0.28480268128777775,0.7054343336512643,1.1478502179541032,0.8516891238751135,0.4028954936260284,0.6076441378565732,0.20890006155704616
13.0,-15.0,95.0,-20.0,10.0,-0.6074902921306227,-0.3211020115547578,0.0,0.32978044429948117,0.6248471576200689,-0.04688617451255925,0.7139369135274037,-0.3485796487310765,0.4814797560437455,-0.1687811059269063
9.0,11.0,116.0,-6.0,86.0,-0.5981994000843414,-0.4141380462122366,-0.04601533846802619,0.255175967868146,1.8615296016610623,0.04878360778417524,0.051756967447039004,-0.08718632045665342,1.4598131974079487,0.993924590277731
-18.0,-7.0,148.0,-9.0,4.0,-0.21682063835348053,0.059971665927558426,0.4013488412075068,0.7427260164874547,0.8257637077717668,1.1147408908235816,0.7683199477836404,0.5082894022216764,0.7756522978331034,-0.03373226653422778
16.0,-3.0,117.0,9.0,0.0,-0.8986249009124121,0.6829549246934334,1.1574288723751867,1.6175248216423421,2.753386696395631,0.5516601620982214,0.8203592970949162,0.42059582161949893,0.007891869644359145,0.09999999999999862
2.0,51.0,0.0,-55.0,-65.0,-2.863463726511421,-1.4475346432033454,-0.36030338280607266,-0.347661158847965,0.2844500390574263,-0.0013542886942105245,0.10000000000000572,0.09999999999999862,0.13981923927534853,0.3536862515087891
55.0,-7.0,10.0,-13.0,53.0,-1.7269200996406366,-1.4592793461907965,-0.33773714125813203,1.0132114237743952,1.4210449528408189,0.03879926411683097,0.09937278324899243,0.3882260634079614,0.06319326842681937,0.39777476893748737
-6.0,-72.0,15.0,-62.0,-60.0,-2.564693403828793,-1.6993445291872933,-0.3072615569379238,0.4828395894738806,0.6835001980864019,0.5425873448212486,0.49223259263447117,0.06529421656440068,0.08650411137624756,0.08186546490693114
-2.0,-3.0,2.0,0.0,0.0,0.0818450991917179,0.2581268512969568,1.0891693969359402,1.3913666862592073,1.54246533092084,0.042842889099253344,0.04034979995822698,0.27805288966879294,0.09999999999999862,0.09999999999999862
-47.0,-68.0,-7.0,-17.0,-2.0,-0.2644872665239868,0.4064072631953941,0.5999345313836772,1.1160072465524316,1.5417672365666544,0.10013760189082607,0.23768703857830917,0.06236221827602583,0.3142033643520733,1.967349894105297e-14
0.0,29.0,22.0,-40.0,3.0,-2.460283403413693,-1.2995343105210793,0.5046735186489628,0.7443934400072201,2.7757043525692957,0.09999999999999862,1.2918533800970435,0.02824917103699528,0.15504636244747283,0.04518367762263712
-5.0,-5.0,50.0,54.0,-42.0,0.3258403339339706,0.39961550388128453,1.075887895064998,1.4570596064594534,1.8013437328802526,0.030643489213892365,0.028692366394372427,0.04311713645699005,0.23605911398329588,-0.037645438695742044
-22.0,-81.0,-74.0,-74.0,-67.0,-1.5420037261000819,0.04478848996971152,0.531063523926584,0.6078437924460904,1.2988662091216456,0.09302402241757055,0.3522186375761363,0.20894776152196126,0.052017500888047574,0.09100597377199106
-17.0,-13.0,45.0,-19.0,12.0,-2.167057789619082,-2.064475172359007,-1.1027631355458047,-0.5000902591428651,0.9745348639707112,0.04298013688243998,0.011015223973436137,0.09999999999979967,0.09999999999979967,0.1000135445718556
